1.300000000000000000e+02,2.273177458497071057e+05,1.743850726178017212e+05
1.300000000000000000e+02,2.275726026694905304e+05,1.742828288677089149e+05
1.300000000000000000e+02,2.275472963918068272e+05,1.742655529453883937e+05
1.300000000000000000e+02,2.273517707999698468e+05,1.742158765131111140e+05
1.300000000000000000e+02,2.274799467327693128e+05,1.742289139596709865e+05
1.300000000000000000e+02,2.275488229629131674e+05,1.742551339501205075e+05
1.300000000000000000e+02,2.276617832549461746e+05,1.742196654197090829e+05
1.300000000000000000e+02,2.275095116016058018e+05,1.742472933091956074e+05
1.300000000000000000e+02,2.276213541047274775e+05,1.742248922893851704e+05
1.300000000000000000e+02,2.277853383859534224e+05,1.742310007534925535e+05
1.300000000000000000e+02,2.275903851609059493e+05,1.741734727006226894e+05
1.300000000000000000e+02,2.275541820885749185e+05,1.741366752808790188e+05
1.300000000000000000e+02,2.274928690910885052e+05,1.741952399548063113e+05
1.300000000000000000e+02,2.275125247605887416e+05,1.741983877117279917e+05
1.300000000000000000e+02,2.276640618019207614e+05,1.741996754673087853e+05
1.300000000000000000e+02,2.276053131124026550e+05,1.742439719161178800e+05
1.300000000000000000e+02,2.279190583938207128e+05,1.741275560150347010e+05
1.300000000000000000e+02,2.275323967025658640e+05,1.742488799991670530e+05
1.300000000000000000e+02,2.276712058598599979e+05,1.742610757518644386e+05
1.300000000000000000e+02,2.277499176906614157e+05,1.741188247751912277e+05
1.300000000000000000e+02,2.275527963760973071e+05,1.741853894377140095e+05
1.300000000000000000e+02,2.276210311501284305e+05,1.741006535100536421e+05
1.300000000000000000e+02,2.276552991336772684e+05,1.743180390287431655e+05
1.300000000000000000e+02,2.275703142198358546e+05,1.741776551033486030e+05
1.300000000000000000e+02,2.276669936279799149e+05,1.742915317713897384e+05
1.300000000000000000e+02,2.276706692020726332e+05,1.740793212951667374e+05
1.300000000000000000e+02,2.276429044368733303e+05,1.741356301017094811e+05
1.300000000000000000e+02,2.273706389592847554e+05,1.742128689101564523e+05
1.300000000000000000e+02,2.276112192274726985e+05,1.741460579001278384e+05
1.300000000000000000e+02,2.275803932508206926e+05,1.743876457002656243e+05
1.300000000000000000e+02,2.273954164375139808e+05,1.742804479096649738e+05
1.300000000000000000e+02,2.276097580411818344e+05,1.743717120441167790e+05
1.300000000000000000e+02,2.276591961167081026e+05,1.741857653168526303e+05
1.300000000000000000e+02,2.275310274699496513e+05,1.741553129048356495e+05
1.300000000000000000e+02,2.277237385643354792e+05,1.739982134125224256e+05
1.300000000000000000e+02,2.276186567865023098e+05,1.741497903036045027e+05
1.300000000000000000e+02,2.274600609713387676e+05,1.743346854762757721e+05
1.300000000000000000e+02,2.273709138585859328e+05,1.742086618523669022e+05
1.300000000000000000e+02,2.274858715831782611e+05,1.743609586709300347e+05
1.300000000000000000e+02,2.275882489212771179e+05,1.742519795304138097e+05
1.300000000000000000e+02,2.273121622672518715e+05,1.739997211912825878e+05
1.300000000000000000e+02,2.275803921536134731e+05,1.742654870883768599e+05
1.300000000000000000e+02,2.276030650711176568e+05,1.742300881213865941e+05
1.300000000000000000e+02,2.272904297656043200e+05,1.742419547366428596e+05
1.300000000000000000e+02,2.273159477252996294e+05,1.743239037924441509e+05
1.300000000000000000e+02,2.278480574461866054e+05,1.741033265522418660e+05
1.300000000000000000e+02,2.277420572430616012e+05,1.739985067351432226e+05
