id,mass,timestep,x,y,z,vx,vy,vz,
3228,1.134631,0,9593.94297678083,-640.429369445518,-52.1424236709342,0.986396187520598,-220.000019331534,9.46255901922442,
3229,1.110298,0,9592.3316960423,-640.923166235788,-50.5400951213981,0.394433799913821,-219.885538654873,9.73342107700557,
3230,1.107412,0,9593.5252076238,-639.493777955856,-52.4633883199219,0.457844345531588,-221.100965159008,10.0186790649501,
3231,1.071737,0,9594.2220178475,-639.770542097653,-52.912595212701,-0.313631170194321,-219.729147153362,10.1651333722675,
3232,1.066408,0,9594.25467734402,-640.688504016632,-51.0211938180535,-0.328917770834861,-220.32571807643,9.76482557026149,
3233,1.04454,0,9594.54980213427,-639.354246939063,-52.4097717898967,0.232125467613051,-219.6165201629,9.83661669086069,
3234,1.029544,0,9594.03984203448,-640.34032361868,-52.5825140816377,0.250823329924089,-220.092958065759,9.59209985797061,
3235,1.017603,0,9594.09141081407,-639.499170985819,-52.4048211462491,0.677306849605641,-219.774420091351,9.80292293851689,
3236,1.008609,0,9594.05653549824,-640.057302284206,-52.6977386712654,0.065009948444245,-219.783286185212,9.97454969282372,
3237,0.992251,0,9594.13894446296,-638.692671857944,-52.3284702728921,-0.339022293306347,-220.032300745823,9.61485532807441,
3238,0.967567,0,9593.33200873978,-639.886986276139,-51.8954697140582,-0.200698902580172,-220.336102414287,9.96428788112215,
3239,0.943592,0,9593.56967858822,-640.246405308994,-52.1410972978214,-0.422314258935376,-219.38015348539,9.97539207194533,
3240,0.928787,0,9594.5163153066,-639.67197655897,-52.0812601565042,-0.473685589133061,-220.151134792233,9.62504810240668,
3241,0.927785,0,9593.73900238422,-639.280264267847,-52.791813223709,-0.194479739481843,-219.685348088304,10.3983021823553,
3242,0.926104,0,9593.71574707066,-639.724455674382,-52.3848476605077,-0.096289879660098,-220.124178594897,11.0705621954362,
3243,0.912323,0,9593.85732440456,-639.770656833879,-52.0648386468752,0.111011535316493,-219.137849286345,9.33990661761664,
3244,0.910055,0,9594.15064364712,-639.261400957855,-51.9379866403286,0.0890758200088329,-219.845225464519,9.66892690863362,
3245,0.892082,0,9594.4623313465,-638.749002022343,-51.1406033511296,-0.867961987267838,-219.670086973096,9.85856602142238,
3246,0.878903,0,9593.49386966048,-638.813294325696,-51.864256412106,0.271737551451862,-219.200311482202,9.8691114311787,
3247,0.869373,0,9594.26393420057,-640.591436269585,-51.6197511699614,0.697139127421815,-220.531631347068,10.0944614835001,
3248,0.844399,0,9592.61881050667,-638.686778599592,-53.131823732483,0.675218821548614,-219.982603524924,10.6633366492372,
3249,0.81866,0,9594.40099705314,-639.105653564597,-53.0371047226687,0.0988203304262212,-220.118866762233,10.5197691048831,
3250,0.816404,0,9593.30681814309,-639.987743313569,-51.6982503406159,-0.413138792274988,-219.439595243895,9.57674459798158,
3251,0.813812,0,9593.63213397189,-641.260513286022,-52.9417306080659,-0.151965024786139,-220.669336705225,10.0540080428807,
3252,0.797994,0,9593.89779551454,-641.032107008717,-52.3889704589531,0.446872667915878,-220.046701753609,10.5272577322494,
3253,0.788791,0,9594.0946596553,-640.05333016181,-52.5981624410172,0.311662956533556,-218.68498108704,9.95127459894805,
3254,0.777687,0,9594.30132174925,-639.984417416771,-51.8425511955973,-0.58344887541788,-220.042653579527,10.3196194646244,
3255,0.775191,0,9593.31808423861,-639.664446408946,-51.6801270327031,-0.313003490640864,-219.745381781796,10.9794619070238,
3256,0.771309,0,9593.72832644213,-639.044534252605,-50.4605399425149,0.403363748115928,-219.499359431917,9.85295668242098,
3257,0.770156,0,9594.9891797048,-641.472029909903,-51.8483086580611,0.0576973532967193,-219.917468206092,9.79049084507518,
3258,0.764381,0,9594.75251233804,-639.73880080568,-51.5884034604809,-0.30918008758583,-220.467532974377,10.0058676369694,
3259,0.760122,0,9592.10656316214,-641.364620848593,-52.2431244414605,0.190167590893034,-219.336064837584,9.64736684715728,
3260,0.757336,0,9593.37998443766,-639.08807308265,-50.9196016893384,0.104447797327368,-220.40690814787,9.62128799301081,
3261,0.749828,0,9593.30466508496,-639.898781227008,-51.7947158878239,1.14726744137281,-219.324404314223,9.56508057976892,
3262,0.749531,0,9594.16161795116,-640.170073280822,-52.2711404619987,-0.0824755942785059,-220.053882066521,10.0684557293152,
3263,0.743701,0,9593.67019868995,-639.672070022337,-52.2770163200899,-0.437598874451703,-219.954862408355,9.78401334088759,
3264,0.725611,0,9594.79003895022,-639.513176433474,-52.4829519893519,-0.144786394739886,-220.357170769533,10.2617155353342,
3265,0.724645,0,9593.34208484031,-639.230531787493,-52.5813147022315,0.448446811148722,-219.138609583285,9.78626183220486,
3266,0.724293,0,9594.21654146616,-639.589108966229,-51.9121466026181,-0.0540285716996207,-220.548912411781,10.4653869893782,
3267,0.72227,0,9592.93304704148,-639.942665455376,-52.3008031593094,0.364369585238135,-220.433147964638,10.8343231240384,
3268,0.718316,0,9592.13431050013,-640.666936956654,-52.4792756515157,0.025471044708665,-219.769358949391,9.74693643468071,
3269,0.709918,0,9593.84427845968,-640.723957960619,-50.7085912261632,0.925460554113586,-220.317575406191,9.48423510857669,
3270,0.700627,0,9593.92098232027,-639.711173463512,-52.1814951826383,0.264742103081266,-219.830347595692,9.94637454378337,
3271,0.700302,0,9594.03256676352,-638.165383099213,-52.134119668347,0.0275117671468942,-220.025614379793,9.38115251055407,
3272,0.697199,0,9593.23128624682,-633.504463084617,-53.5550210225017,0.152513403266332,-219.620540204404,9.88972705719368,
3273,0.694432,0,9594.261586528,-640.545979131071,-51.9809736656521,0.988272022258551,-220.320923383843,9.90134036380069,
3274,0.691436,0,9594.91325295501,-639.723312798928,-52.0381882017404,0.150271445656616,-219.711068918163,10.236570100924,
3275,0.682687,0,9594.14783282845,-638.106257451138,-51.5789515912784,-0.0060137128143101,-220.311325651432,10.6015105628063,
3276,0.67754,0,9594.26913423308,-640.109396094638,-51.6172761349722,0.0258277858744526,-219.893565718053,9.38622244390767,
3277,0.676094,0,9593.99238347673,-639.857708901602,-51.9615715284994,0.199273700078476,-219.675117918627,10.524846198474,
3278,0.663067,0,9593.76171387289,-638.802573957191,-52.8640522894802,-0.109012043424357,-219.250700478326,9.38790639433489,
3279,0.655166,0,9594.71163838581,-639.491066743297,-51.9780311689516,-0.749583015127561,-220.078583522625,10.553944943219,
3280,0.642265,0,9593.20892448037,-639.623345043307,-51.563653868616,-1.05348542308811,-219.549489891718,9.64904420101706,
3281,0.641294,0,9595.04662490727,-638.085568598757,-48.2784803401899,-0.389665764304289,-220.040196822795,10.207896557667,
3282,0.637307,0,9593.81798577021,-639.335154137419,-52.0781814039185,0.971580068705081,-219.26081336123,9.77355270904969,
3283,0.623198,0,9594.40714241915,-639.414435872204,-52.7888129398865,0.408928385963064,-220.291891364296,10.1703484950491,
3284,0.62211,0,9593.62751405199,-639.74017341376,-51.0055781779876,-0.325583488149045,-219.97190095528,10.5013481683719,
3285,0.617177,0,9594.39210385806,-639.125298305632,-51.7740889175465,-0.228764659324749,-219.628550653751,10.3116533719936,
3286,0.617043,0,9594.55619972547,-639.612341182602,-52.0410728506939,0.266290115373231,-219.680624854651,10.09420915412,
3287,0.61472,0,9592.93434271302,-641.145204900385,-51.7063284828207,0.103190662046631,-220.228207166175,9.18320638346206,
3288,0.612936,0,9593.99653771061,-639.296070380193,-52.1030626880765,1.01473686267868,-220.222612348319,10.6482196791328,
3289,0.609647,0,9594.09327540506,-640.177442552672,-52.5771602991586,-0.797242703308866,-220.140644157459,10.1869836813315,
3290,0.59623,0,9594.61104328276,-639.969077271364,-51.4776137012731,-0.491001053651736,-219.859188497418,10.0223568036885,
3291,0.595483,0,9593.83474376336,-639.726894370251,-52.6685510347975,0.172046532244061,-221.171314395698,10.7538991932454,
3292,0.583418,0,9593.17910458765,-639.292921779781,-52.9971821915581,0.054724201018516,-220.32761091584,10.2892257917917,
3293,0.583287,0,9594.37017427835,-640.032501001938,-52.0805591245972,0.606444105435664,-219.957127291327,9.42826899684965,
3294,0.575543,0,9593.72094896793,-639.887277197007,-52.1594183760509,-1.26422695867293,-220.665747749973,10.0096801971917,
3295,0.574646,0,9594.68943625973,-638.888185271238,-52.101089918877,-0.177333448934147,-219.560444389287,9.05350966948135,
3296,0.570975,0,9593.99630705396,-639.026889748426,-52.8106935835963,-0.248257529481976,-220.201158179005,10.6609677075595,
3297,0.567272,0,9592.98834468169,-638.245504473077,-51.4605360989415,0.108992708134151,-220.320583205854,9.84491242243042,
3298,0.563601,0,9594.19858477802,-639.320755540902,-51.3658063485154,-0.0729698334468709,-220.072924344601,9.74974849290235,
3299,0.563049,0,9593.72162730276,-639.428484341172,-52.1295892577336,0.511379664891781,-219.112065348233,10.1750493908751,
3300,0.561441,0,9593.58685580542,-639.809983462697,-52.4703926551825,-0.572296219662716,-219.602148600979,9.895324697463,
3301,0.561304,0,9594.49159514066,-641.432221279308,-51.7069729956824,0.39549518200299,-220.331198886349,10.213580195845,
3302,0.557563,0,9593.81692259102,-640.048995224928,-52.7014901670977,-0.371163911495176,-219.604347626382,10.29129297975,
3303,0.557405,0,9594.50078630131,-639.782365314782,-51.7385303833283,0.955858540369144,-220.550148154993,10.3309102398994,
3304,0.55605,0,9594.00320621002,-639.757617184618,-51.3709391885572,0.332951029340914,-220.426351300097,10.4060522327786,
3305,0.553108,0,9593.55705823693,-638.878360518761,-53.1925631108728,0.653772290563647,-220.717336240261,9.58485125456425,
3306,0.551292,0,9593.78691463553,-639.089911290291,-52.2079426054165,0.0662853057265022,-220.653406362863,9.29489789596447,
3307,0.550812,0,9593.6970002475,-639.581862353647,-51.472948647657,0.71189274506351,-219.868103185623,9.83479105533812,
3308,0.549354,0,9594.3763977986,-639.663254351205,-52.1519799001778,0.947865515271101,-219.873348860542,10.6481044355449,
3309,0.548353,0,9594.80282856114,-639.00825389545,-52.2635315505651,-0.37478819727401,-219.867919866867,9.62408652092004,
3310,0.542925,0,9594.66699215846,-639.576120958752,-51.8150289953066,-0.320914827355488,-220.02791123667,9.9066871930625,
3311,0.542195,0,9593.83724918049,-639.491660250036,-50.758556659661,-0.257663685199511,-219.371647831178,9.53514110421977,
3312,0.538431,0,9594.15865034794,-637.925232124665,-52.7403868511205,0.458993575291186,-219.990050514624,9.92741249013234,
3313,0.536116,0,9593.71974651944,-639.610677113938,-52.5180785255088,0.950727095441586,-219.776234078403,10.670388709023,
3314,0.535402,0,9593.95726836413,-639.180090114523,-52.1521968793271,-0.227201073042356,-220.205734147683,10.9444271701724,
3315,0.534606,0,9593.87257773443,-639.769799122459,-51.9649472449775,0.558566410242845,-219.243111146297,10.3224095812107,
3316,0.531572,0,9593.70828744813,-640.385990305173,-52.4284621585395,0.435862500574891,-220.003793032195,10.715258026077,
3317,0.526871,0,9593.75698520647,-638.58414967839,-53.2390236687839,0.148794773600725,-219.884928627773,9.46600907630411,
3318,0.525188,0,9594.06486815323,-640.217157214067,-51.9306535618991,0.20593226554995,-219.821547599839,9.6834913940722,
3319,0.525091,0,9594.33399821589,-640.13510449097,-51.8805035345864,-0.559637255021245,-220.354847756499,9.68636760394216,
3320,0.523917,0,9595.30124302964,-639.37858984303,-50.8176878579267,0.489653040418658,-220.143817256532,9.71556447407317,
3321,0.522028,0,9592.17321546434,-643.76279013507,-50.1232145829616,-0.121537913776587,-219.471238479557,9.75095575238671,
3322,0.521011,0,9593.89681287985,-639.745994957611,-52.7324499748657,-0.0894037392943581,-220.090743536512,10.5581924564221,
3323,0.517937,0,9592.22068829403,-645.03817758484,-50.3816298517423,-0.158307102522001,-220.037052908891,10.1756912923078,
3324,0.515483,0,9594.37735137696,-638.80711837797,-51.8777852622705,0.56696972761927,-220.334082419064,10.9042720402703,
3325,0.512652,0,9594.71535497986,-640.099996001537,-52.5859998409498,-0.343146056369644,-220.13495959357,10.8760309775197,
3326,0.512443,0,9593.69464337728,-639.929673894996,-51.663775932787,-0.302583083267489,-219.68022505311,9.27725607735602,
3327,0.50634,0,9594.49054945968,-639.826044959414,-49.6355421987856,0.175974536540708,-220.117325584518,10.7472588553137,
3328,0.503033,0,9594.47110622029,-639.392347138155,-51.9102954656748,0.766764243458984,-220.284066165956,9.80480682041918,
3329,0.502466,0,9594.13938653268,-639.708177972989,-52.2701236140839,0.819662635144184,-220.845932613691,11.2828589165804,
3330,0.499746,0,9594.54119369164,-638.358311964395,-52.4470028921418,0.419738530346769,-219.644242180961,10.273725894153,
3331,0.494689,0,9594.19426429458,-639.836717792434,-51.5011654492634,1.02362357812032,-220.169720063596,10.3503840968251,
3332,0.494327,0,9593.99983340332,-639.374906507277,-52.085257014497,0.623783234564277,-219.825321585349,9.85966953795028,
3333,0.493074,0,9593.60669022573,-639.78797185243,-51.3635851521794,-0.155087239056488,-219.342191634699,9.38337035585536,
3334,0.490864,0,9593.26179710221,-639.581976140824,-51.9128488441426,0.179010834907686,-220.271628636691,10.4332141244228,
3335,0.484794,0,9593.60772884754,-638.851130087805,-51.8532126758233,-0.442912537426799,-220.009537597418,9.73034905555077,
3336,0.480321,0,9594.30995620398,-639.106210505676,-51.9311655910946,0.76113069575831,-220.36559825509,9.84085240432848,
3337,0.479007,0,9591.12030291209,-639.2494609907,-53.5665861703468,0.351671406030412,-220.063040174586,10.4272755542754,
3338,0.477161,0,9595.09044978656,-638.438827352479,-52.5418686840556,0.534135473399794,-220.159262378837,9.59710547920634,
3339,0.474524,0,9594.03667607318,-639.63077979069,-50.4930406707759,0.409312545589151,-219.869214547035,9.65408013604512,
3340,0.47393,0,9595.22375763302,-639.253789961583,-51.8794271655062,0.333684069160618,-219.75662031828,10.7422560251411,
3341,0.472297,0,9594.78769586967,-640.036158927336,-51.5434676269389,-0.0792403252336372,-219.762649695242,9.59853172907606,
3342,0.469653,0,9595.54032167605,-637.047248927494,-55.8059161546388,-0.212619846273102,-220.004363569173,9.72485596001962,
3343,0.466422,0,9594.54904072369,-639.497554931276,-52.5815650133068,0.239575845530341,-220.056234266183,10.3416172676401,
3344,0.461402,0,9593.10914865028,-640.244482107541,-51.0275088155018,0.270101459416484,-219.732565908989,9.49884261051585,
3345,0.459481,0,9592.87834071943,-639.327173760554,-52.490277965855,0.0894146247148461,-219.524639216343,9.97816055241728,
3346,0.45704,0,9593.90356599059,-639.760003756236,-52.1000686783892,0.103764728646664,-219.576046255615,11.1262696417099,
3347,0.454836,0,9594.10517503983,-639.946347148488,-51.7892145769325,0.382906126858413,-219.52421351718,9.7989762581483,
3348,0.452021,0,9593.65564809038,-640.090862155686,-52.1190039592168,-0.584013477042854,-219.975594248207,9.65224554703195,
3349,0.451586,0,9594.66978854556,-639.155853005599,-51.0954129921263,0.285926134697825,-220.141979103932,10.0179863502293,
3350,0.451319,0,9594.95282636187,-641.25185929687,-52.6347684208405,-0.192597185439019,-220.484070041541,9.88112819475861,
3351,0.446659,0,9595.79877378518,-639.576331990271,-53.3467904916547,-0.229944351848532,-219.458237083394,10.2228245224783,
3352,0.446419,0,9593.54428970144,-639.038927217566,-52.7209484356428,0.16293362313192,-219.681509642778,9.67474132151414,
3353,0.445682,0,9593.57243007255,-639.010545823192,-51.9287179169758,0.448528743434611,-219.428412817439,9.25131929014367,
3354,0.445322,0,9593.77351832873,-638.888211876567,-52.1479956836929,-0.686775502472304,-219.975967691986,9.83822197316677,
3355,0.444087,0,9594.81447883612,-639.439846461479,-52.2639566927631,0.736522631797213,-219.793741511189,10.5726061120934,
3356,0.441254,0,9593.95087516104,-639.775779762235,-52.4717290041902,0.346703557704048,-219.51107659507,10.5157183248346,
3357,0.439938,0,9593.9630381322,-640.055787330834,-52.4493375101565,-0.276102698949275,-220.658173245336,9.94888021501593,
3358,0.439073,0,9594.13535988016,-639.257808700871,-50.9782205798952,0.258021748557316,-219.744917475268,9.04799505748021,
3359,0.435383,0,9594.48020416787,-640.098521531002,-52.058779739533,0.0189019873668129,-220.115377560955,10.8555639677142,
3360,0.433029,0,9595.95625049387,-640.441822480741,-52.4929880543346,-0.0674804456386625,-220.146798627948,10.0852092950283,
3361,0.431607,0,9594.45425620839,-640.431550634096,-52.1849772740072,-0.281443417776613,-220.262090826393,10.1974345727914,
3362,0.424742,0,9593.42472685964,-640.374483363421,-52.2202194619623,0.833172688296729,-219.731304076328,9.18268586226557,
3363,0.421491,0,9593.35625915186,-640.719430940014,-52.4386798009586,-0.518202062386642,-220.754276955259,9.81569492014476,
3364,0.421445,0,9596.65693413512,-642.609684592935,-52.7664792268967,0.315090745118992,-219.779656502874,9.87455610522714,
3365,0.418446,0,9592.86241260515,-640.265643372059,-52.177938466023,0.829396721846716,-220.130683400081,10.0526389509199,
3366,0.414078,0,9594.31349128124,-642.419441632106,-52.2359117455434,0.575033615735218,-220.354126031277,9.53062360787343,
3367,0.413843,0,9593.85204589282,-639.08810923222,-51.8183578105121,0.51322762405204,-219.596751014314,9.84131419616394,
3368,0.412663,0,9595.02306987085,-640.028707056802,-52.0675647492043,1.01572771270295,-220.697854377498,9.64256266823094,
3369,0.406637,0,9593.89907887382,-639.451900631762,-51.856516649324,0.393921064718325,-220.068098676019,10.1194089785861,
3370,0.404579,0,9593.71848494861,-639.464546102751,-52.3588028023776,0.466806034256638,-219.385891196494,10.1006271970751,
3371,0.402072,0,9592.76672249846,-639.530616256977,-51.2269107580254,0.745864515930442,-220.298704357179,9.75225018994883,
3372,0.400967,0,9594.72079197557,-639.222974251267,-52.4350263661103,-0.470214178774154,-220.236231216159,10.4598206128068,
3373,0.398497,0,9594.55903547894,-639.311451851544,-52.3062944344488,0.681421240147932,-219.856421905814,9.60823754535429,
3374,0.397412,0,9594.27334063206,-639.510760806032,-50.9836249919659,-0.0825950827594452,-219.812681258631,9.22335164712149,
3375,0.394063,0,9595.60449865497,-639.155029709359,-52.3073080155598,-0.286943772332555,-219.620995746682,9.91673613271109,
3376,0.392618,0,9594.50732156718,-639.381922067046,-52.9942159952956,0.547425130163559,-220.443344628287,10.2834425558681,
3377,0.391268,0,9594.29600679336,-639.840764843063,-52.5154413410824,0.599861283417804,-219.710670611206,9.51526491149375,
3378,0.390934,0,9593.76523599796,-640.185224061542,-52.374082894354,-0.188287451799163,-219.552997106547,9.56355851555353,
3379,0.389427,0,9594.00748942478,-638.906371546725,-51.5085442101036,0.0675017783106195,-219.65421022119,9.82923429247055,
3380,0.389185,0,9594.20487695078,-639.661166385988,-51.6421968389541,0.218754628170914,-219.490547151932,9.70713775666636,
3381,0.388191,0,9592.56734034392,-639.541591108427,-51.4553854570483,-0.110386669231022,-219.259818173679,9.75534619324026,
3382,0.387574,0,9593.12910402992,-638.867078278772,-51.6182867180551,-1.09001984513773,-219.642058184693,9.93870449452868,
3383,0.38725,0,9593.88843877587,-639.621394830668,-51.757638535122,0.439086507910822,-220.337555127287,10.2723414385138,
3384,0.385623,0,9594.19825005743,-640.462175913153,-52.5813287013,-0.381385429916554,-219.95045409347,9.51272615185859,
3385,0.383314,0,9593.77156422763,-639.752025002111,-52.0000790241984,0.489263199878846,-219.066419814994,11.1808269696604,
3386,0.382617,0,9595.87263826637,-640.396569357163,-50.978786247192,-0.0408356424796383,-220.157393258945,10.6531562615163,
3387,0.381732,0,9594.00509390923,-639.426097109126,-51.6992739507672,0.172848421415098,-219.763634722426,9.24152453383409,
3388,0.378283,0,9593.26164369672,-635.859950842568,-54.153269878816,0.0846637062159523,-220.080358982316,10.2871565323597,
3389,0.377223,0,9594.03764471775,-639.705576125202,-52.1979463073416,-0.450015029032567,-219.234112750933,9.82473857417512,
3390,0.375302,0,9593.51650043829,-637.136612823423,-50.6827973893527,0.0190971011960794,-220.102378894606,9.67976860881043,
3391,0.374714,0,9594.30835546088,-640.265242356732,-52.1454207438613,-1.21766896791595,-219.544085387873,9.81464930837271,
3392,0.373446,0,9595.01688519853,-639.854633889468,-50.9175822387669,-0.205407790716219,-220.591775168984,9.74505758090406,
3393,0.372728,0,9594.35636132207,-638.818989754145,-51.6409649362435,-0.0664953517669649,-219.823481923139,10.3936592256914,
3394,0.372247,0,9594.28373328484,-640.143453557203,-52.2595474288181,0.867662328546084,-220.163385345605,9.43264016211067,
3395,0.370976,0,9594.26745630409,-639.810790799018,-51.5107765831703,-0.479172972150524,-219.240833096191,9.9622383329419,
3396,0.369791,0,9594.40879474317,-640.276503596746,-51.6731049823687,0.754028492465467,-220.174033507789,9.8186464196738,
3397,0.367646,0,9594.46413584898,-639.592583076452,-52.3201735672264,0.340743917018763,-220.250982512228,9.36904286453366,
3398,0.365873,0,9593.89000008326,-639.24111786581,-52.3106806776745,0.812469467305508,-220.898853878996,9.26286416713868,
3399,0.364914,0,9594.15354137965,-639.071159291153,-51.6736863798555,-0.249486693206633,-220.39146858869,9.74466027830698,
3400,0.363377,0,9593.96549811319,-639.40758992082,-51.9442093151436,0.149850571397311,-219.897836800264,9.72972907489033,
3401,0.36068,0,9594.04769842745,-639.260639707423,-51.2131538776272,-0.192270511726315,-220.00958665335,9.78145466686594,
3402,0.360072,0,9592.68309669334,-639.708889179224,-52.6134209991435,0.368973274645915,-220.028779996478,10.4272492710021,
3403,0.357957,0,9594.36102131589,-638.946094401447,-52.1648298743524,0.212106020731144,-220.094414916545,10.5616054813636,
