0.1,2.77545e+10
0.2,1.56929e+10
0.3,1.01494e+10
0.4,7.04631e+09
0.5,5.12728e+09
0.6,3.86195e+09
0.7,2.98822e+09
0.8,2.36305e+09
0.9,1.9028e+09
1,1.55586e+09
1.1,1.28908e+09
1.2,1.08039e+09
1.3,9.14704e+08
1.4,7.81417e+08
1.5,6.7294e+08
1.6,5.83733e+08
1.7,5.09682e+08
1.8,4.47688e+08
1.9,3.95385e+08
2,3.50946e+08
2.1,3.12941e+08
2.2,2.80245e+08
2.3,2.5196e+08
2.4,2.27364e+08
2.5,2.05875e+08
2.6,1.87015e+08
2.7,1.70394e+08
2.8,1.55689e+08
2.9,1.4263e+08
3,1.30994e+08
3.1,1.20592e+08
3.2,1.11264e+08
3.3,1.02875e+08
3.4,9.53095e+07
3.5,8.84686e+07
3.6,8.22677e+07
3.7,7.66336e+07
3.8,7.15029e+07
3.9,6.68205e+07
4,6.25385e+07
4.1,5.8615e+07
4.2,5.50132e+07
4.3,5.17007e+07
4.4,4.86491e+07
4.5,4.58332e+07
4.6,4.32306e+07
4.7,4.08215e+07
4.8,3.85882e+07
4.9,3.6515e+07
5,3.45877e+07
5.1,3.27938e+07
5.2,3.11219e+07
5.3,2.95618e+07
5.4,2.81043e+07
5.5,2.67411e+07
5.6,2.54647e+07
5.7,2.42683e+07
5.8,2.31457e+07
5.9,2.20913e+07
6,2.11001e+07
6.1,2.01672e+07
6.2,1.92886e+07
6.3,1.84603e+07
6.4,1.76788e+07
6.5,1.69408e+07
6.6,1.62433e+07
6.7,1.55836e+07
6.8,1.49591e+07
6.9,1.43676e+07
7,1.38069e+07
7.1,1.3275e+07
7.2,1.277e+07
7.3,1.22904e+07
7.4,1.18345e+07
7.5,1.14008e+07
7.6,1.09881e+07
7.7,1.05951e+07
7.8,1.02206e+07
7.9,9.86358e+06
8,9.52298e+06
8.1,9.19788e+06
8.2,8.88742e+06
8.3,8.59078e+06
8.4,8.3072e+06
8.5,8.03596e+06
8.6,7.77641e+06
8.7,7.52792e+06
8.8,7.2899e+06
8.9,7.06182e+06
9,6.84316e+06
9.1,6.63343e+06
9.2,6.43218e+06
9.3,6.239e+06
9.4,6.05348e+06
9.5,5.87524e+06
9.6,5.70393e+06
9.7,5.53922e+06
9.8,5.38079e+06
9.9,5.22834e+06
10,5.0816e+06
10.1,4.94031e+06
10.2,4.8042e+06
10.3,4.67305e+06
10.4,4.54663e+06
10.5,4.42473e+06
10.6,4.30714e+06
10.7,4.19369e+06
10.8,4.08419e+06
10.9,3.97847e+06
11,3.87637e+06
11.1,3.77773e+06
11.2,3.68241e+06
11.3,3.59027e+06
11.4,3.50118e+06
11.5,3.41501e+06
11.6,3.33165e+06
11.7,3.25098e+06
11.8,3.17289e+06
11.9,3.09729e+06
12,3.02406e+06
12.1,2.95313e+06
12.2,2.8844e+06
12.3,2.81779e+06
12.4,2.75321e+06
12.5,2.69059e+06
12.6,2.62985e+06
12.7,2.57093e+06
12.8,2.51376e+06
12.9,2.45827e+06
13,2.4044e+06
13.1,2.35209e+06
13.2,2.30129e+06
13.3,2.25195e+06
13.4,2.204e+06
13.5,2.1574e+06
13.6,2.11211e+06
13.7,2.06808e+06
13.8,2.02527e+06
13.9,1.98362e+06
14,1.94312e+06
14.1,1.9037e+06
14.2,1.86535e+06
14.3,1.82802e+06
14.4,1.79168e+06
14.5,1.75629e+06
14.6,1.72184e+06
14.7,1.68827e+06
14.8,1.65558e+06
14.9,1.62372e+06
15,1.59268e+06
15.1,1.56242e+06
15.2,1.53292e+06
15.3,1.50416e+06
15.4,1.47612e+06
15.5,1.44877e+06
15.6,1.42209e+06
15.7,1.39606e+06
15.8,1.37066e+06
15.9,1.34588e+06
16,1.32169e+06
16.1,1.29807e+06
16.2,1.27502e+06
16.3,1.25251e+06
16.4,1.23052e+06
16.5,1.20905e+06
16.6,1.18807e+06
16.7,1.16758e+06
16.8,1.14755e+06
16.9,1.12798e+06
17,1.10885e+06
17.1,1.09016e+06
17.2,1.07188e+06
17.3,1.054e+06
17.4,1.03652e+06
17.5,1.01943e+06
17.6,1.00271e+06
17.7,986354
17.8,970352
17.9,954693
18,939370
18.1,924374
18.2,909694
18.3,895324
18.4,881255
18.5,867479
18.6,853989
18.7,840777
18.8,827837
18.9,815160
19,802741
19.1,790573
19.2,778650
19.3,766965
19.4,755513
19.5,744288
19.6,733284
19.7,722496
19.8,711919
19.9,701547
20,691375
20.1,681400
20.2,671615
20.3,662016
20.4,652600
20.5,643362
20.6,634297
20.7,625401
20.8,616671
20.9,608103
21,599693
21.1,591437
21.2,583332
21.3,575375
21.4,567561
21.5,559889
21.6,552354
21.7,544954
21.8,537685
21.9,530545
22,523531
22.1,516640
22.2,509869
22.3,503216
22.4,496679
22.5,490254
22.6,483940
22.7,477733
22.8,471632
22.9,465635
23,459739
23.1,453942
23.2,448242
23.3,442637
23.4,437125
23.5,431704
23.6,426373
23.7,421129
23.8,415971
23.9,410896
24,405904
24.1,400992
24.2,396159
24.3,391404
24.4,386724
24.5,382119
24.6,377587
24.7,373126
24.8,368734
24.9,364412
25,360157
25.1,355968
25.2,351843
25.3,347782
25.4,343784
25.5,339846
25.6,335968
25.7,332149
25.8,328388
25.9,324683
26,321034
26.1,317439
26.2,313898
26.3,310409
26.4,306972
26.5,303586
26.6,300248
26.7,296960
26.8,293720
26.9,290526
27,287379
27.1,284277
27.2,281219
27.3,278205
27.4,275234
27.5,272305
27.6,269418
27.7,266571
27.8,263765
27.9,260997
28,258268
28.1,255577
28.2,252923
28.3,250306
28.4,247725
28.5,245179
28.6,242668
28.7,240191
28.8,237748
28.9,235338
29,232960
29.1,230614
29.2,228300
29.3,226016
29.4,223763
29.5,221540
29.6,219346
29.7,217181
29.8,215044
29.9,212935
