-0.351174,0.48876,1.14222,0
0.480748,2.53239,6.41464,1
0.118199,-0.0696815,1.39494,2
0.44912,0.468424,0.0665542,3
-0.263366,1.97873,1.36899,4
-2.08224,1.85333,-0.801845,5
2.72408,4.72815,-0.442676,6
-0.595608,-0.071986,1.42229,7
2.80074,2.03097,0.657035,8
-0.376299,0.590776,-0.782125,9
-2.29955,1.33275,4.27206,10
0.0988284,7.61582,-3.95985,11
-1.21026,1.4068,0.879429,12
-3.6576,-2.15624,-0.743403,13
-5.1304,2.75843,-1.22501,14
0.739658,2.01461,1.95601,15
0.378537,-0.128065,1.62885,16
0.449648,0.616559,-0.0370581,17
-2.22688,-2.34476,3.55817,18
2.41324,4.43105,-4.36024,19
2.53436,2.33179,2.30956,20
0.20746,0.488595,2.94392,21
0.783215,0.711743,-1.01238,22
-0.276932,-0.383772,0.746762,23
-0.0581152,-0.360371,0.706876,24
-0.87657,0.91543,-0.33946,25
-0.715487,-0.100703,0.184764,26
-0.893904,4.26037,3.08076,27
-0.488439,3.27568,-0.843327,28
-1.13708,-0.490364,0.885304,29
-0.127575,1.8077,-0.376605,30
-0.192417,0.408928,1.58489,31
-1.71642,1.37682,0.654561,32
-0.220208,2.04747,0.842022,33
-0.213182,3.44467,-0.354428,34
-1.74224,2.29933,0.883722,35
0.980347,1.07781,-0.264781,36
1.68959,-0.0593539,-0.165296,37
-0.380851,1.58176,0.923131,38
-0.637312,0.740953,0.735139,39
0.427235,-3.29241,2.08782,40
0.355558,0.980426,0.45865,41
-0.699682,1.28531,0.434772,42
-1.08073,2.05473,1.43567,43
2.38944,2.50554,2.9336,44
-0.899061,1.97221,-0.116396,45
1.55105,2.20938,0.174576,46
-0.195045,1.15887,0.904776,47
-1.65359,1.31599,-1.07059,48
-2.79962,3.29241,3.07845,49
-0.883053,0.912811,-0.604513,50
0.0654637,-1.63585,2.13631,51
1.96892,-1.01763,-0.198197,52
-1.38246,0.94315,-0.308306,53
-0.349654,0.176669,2.14356,54
3.43896,1.56494,1.32122,55
-0.870573,3.31795,-2.30953,56
-2.23646,2.97624,-1.6548,57
-0.438005,0.968966,2.19484,58
0.817604,0.266612,-6.37699,59
-0.15905,1.16504,0.594425,60
-1.68613,1.393,-0.242578,61
-0.526564,-1.05116,-1.1848,62
-0.771812,1.58368,0.374864,63
-0.627118,1.31917,0.782363,64
0.604065,0.636194,-1.07789,65
3.58821,-0.8441,-0.609086,66
0.537098,-2.11381,2.58057,67
-0.555648,1.8548,1.80159,68
1.14049,0.781275,-3.33253,69
-1.72237,1.52861,-0.730605,70
1.01609,0.653328,-0.764646,71
2.12085,-5.49563,4.57437,72
0.1619,0.933051,1.78933,73
2.87293,3.08516,3.2494,74
-0.987302,1.07129,0.884487,75
-0.52885,0.668241,-0.597213,76
-3.46679,9.96378,-6.85578,77
-1.2571,0.920453,-0.753474,78
0.157044,-0.35184,1.27925,79
-0.824077,-0.608596,1.36349,80
-0.239941,0.939491,1.41104,81
-1.36139,0.29047,-0.141691,82
1.05844,-0.146172,-1.59732,83
-0.0621291,0.391203,0.970501,84
-0.798986,2.31329,1.55617,85
-0.0572783,-0.365817,0.640709,86
0.309098,2.25292,1.17358,87
-4.13347,3.79011,-4.10813,88
-2.49533,2.24378,0.113242,89
-1.17952,2.12182,1.87895,90
-0.717302,-0.721398,1.33714,91
0.573989,2.22098,0.0345205,92
0.113955,1.43196,2.05523,93
-1.58283,2.33456,-0.590169,94
-0.201252,0.35092,1.21661,95
-0.185761,0.0873686,0.793353,96
-0.405658,1.43823,1.25008,97
5.32686,-1.55059,4.63652,98
-0.653799,1.343,1.5933,99
