-2.41975,2.43673,1.06206,0
1.06017,2.36688,1.75131,1
-2.90443,1.67743,0.803499,2
-1.042,1.52766,1.19933,3
-1.65576,3.13936,-0.570556,4
-1.37135,0.634817,0.401413,5
-1.90855,3.77852,-1.54706,6
-1.83809,2.86928,1.873,7
-0.608986,4.27098,-0.549323,8
-0.786975,2.42981,-0.277582,9
-1.44677,3.49076,-2.64946,10
-4.22698,-5.8249,0.419627,11
-0.858402,2.43816,1.26004,12
-4.04662,5.35419,0.342332,13
0.567823,-6.89081,4.8162,14
-0.327914,2.43552,3.54209,15
-1.08829,2.438,0.999987,16
-1.59462,3.04657,-0.477456,17
1.0916,2.1226,1.30019,18
-3.58562,-2.59955,4.73804,19
-3.02819,2.10237,1.14324,20
-2.21918,0.68661,0.143138,21
-1.32942,2.04331,3.28614,22
-1.31139,1.86896,-0.406207,23
-0.386921,4.08409,-0.970756,24
-2.34302,2.68128,1.32213,25
-1.24573,3.44135,-1.11912,26
3.21261,5.78401,-0.39051,27
-2.67383,2.47089,-1.43271,28
-0.3038,3.39279,0.861558,29
-1.36893,1.27771,0.932201,30
-0.0696906,4.40617,0.523584,31
-2.41759,2.72085,0.800316,32
-1.56149,2.93466,-1.81686,33
-1.24815,2.6203,-0.457047,34
-0.743315,2.16866,0.848222,35
-1.27454,2.68042,1.31972,36
-9.13827,6.40291,5.46778,37
-2.72339,2.561,0.852785,38
-2.24712,0.848614,0.994926,39
-0.0100336,2.8814,3.28996,40
0.0501899,2.60624,0.105054,41
-3.36736,1.99556,1.74485,42
-1.861,2.55493,-1.88415,43
2.5154,2.13965,0.503258,44
-0.00834912,1.94192,0.237671,45
-3.22496,1.5475,1.34853,46
-2.92198,2.25687,2.21838,47
-2.61322,3.30803,0.414208,48
-2.12132,-0.843757,3.2265,49
-1.84869,2.16973,3.19401,50
-0.232716,11.9707,1.81769,51
-1.15312,2.27439,2.21159,52
-2.89704,2.54389,0.143024,53
-1.14925,1.69877,0.860681,54
-2.84768,2.83134,0.182061,55
-1.52349,2.08102,2.31608,56
0.525739,2.6331,0.393739,57
-0.517788,1.82483,0.259052,58
-3.13637,1.982,10.9056,59
-1.15927,2.22542,0.420232,60
-1.39486,-1.09682,1.9295,61
-3.37896,0.952946,-0.563655,62
-3.18992,1.38883,2.63058,63
-2.29887,2.54268,1.11499,64
-1.97001,3.7279,-3.17514,65
0.957616,5.80626,0.713071,66
0.868698,2.41151,2.0091,67
-1.22315,2.25522,0.313116,68
-1.47329,3.88007,0.832995,69
-1.53873,3.48226,-0.188879,70
-2.86435,-0.232641,-2.45228,71
2.92157,-4.57883,8.12111,72
-1.09301,1.5362,-0.91048,73
-0.435203,1.9417,3.49033,74
-2.31646,2.21399,1.1765,75
-0.647514,2.62487,2.2537,76
-6.28401,6.84062,-10.2209,77
-2.2178,2.66315,0.569994,78
-3.79177,1.71724,1.1549,79
-0.691149,2.06523,1.19236,80
-2.4799,1.76314,2.40632,81
-0.480351,3.98391,-0.452166,82
-0.479175,0.106906,2.37956,83
-1.5054,2.03998,1.53952,84
-1.89562,2.91253,1.71976,85
-1.20168,1.71011,0.136116,86
-2.32319,2.35919,0.876331,87
1.62346,1.47623,6.88972,88
-1.35925,1.97228,2.567,89
-3.92987,1.15711,2.15459,90
-3.51243,1.3864,0.00360291,91
-1.92574,2.54308,-0.782697,92
-1.39689,5.05945,-0.0801139,93
0.13789,1.41351,0.297883,94
-1.68576,2.51179,0.121201,95
-1.5215,3.42485,-0.481629,96
-2.18999,2.514,1.30727,97
-1.77553,-0.047109,2.98174,98
-2.91557,2.92861,2.20323,99
