-3.40185,1.8179,0.966607,0
-7.82808,-1.47565,-5.56791,1
-3.736,0.718374,0.526488,2
-2.29832,1.00388,1.75606,3
-4.74944,4.69486,1.25273,4
-1.92043,-0.355747,4.1709,5
-3.46698,0.599801,0.795359,6
-3.87649,-0.0325317,-0.655126,7
-3.85783,2.40925,0.7375,8
-4.61131,2.9821,-1.25826,9
-2.04602,-1.53751,8.34829,10
-6.31352,-3.59781,-2.74357,11
-2.91525,0.00985211,-0.640048,12
2.91507,-0.0827512,6.43133,13
-5.60581,-6.9425,6.97231,14
-4.01665,-0.33475,1.44103,15
-4.40765,0.876675,-0.50713,16
-3.6315,0.210751,0.856341,17
-4.24281,3.02285,-0.240295,18
-4.53267,4.74459,-3.51159,19
-3.15196,1.31286,-1.49959,20
-2.76178,-0.426089,3.53157,21
-3.00118,1.24911,1.64347,22
-3.26119,1.64981,0.712683,23
-3.09594,-5.57593,1.42068,24
-2.98696,0.568358,0.334387,25
-5.61615,2.66237,4.32513,26
-5.51897,-1.2116,2.5308,27
-8.09078,1.03231,-7.86795,28
-0.318954,1.8812,3.43967,29
-4.38265,2.5449,0.265369,30
-2.39909,2.17463,1.2862,31
-2.6887,0.74433,1.42397,32
-4.3842,-1.39957,0.0350464,33
-2.46678,0.520939,-3.27034,34
-4.63011,0.448795,2.48612,35
-3.06534,1.20172,1.30489,36
-4.90421,0.983573,5.21673,37
-5.55272,0.314161,3.93114,38
-4.21375,1.96425,0.0443688,39
-4.1559,-2.04485,0.493032,40
-2.445,1.73582,0.8297,41
-1.94555,0.263474,-0.0677457,42
-3.43171,0.844473,-0.657904,43
-7.79504,1.08523,-1.49239,44
-4.30767,1.20247,0.723698,45
-3.62799,0.402068,0.10735,46
-3.40677,-0.36445,0.94304,47
-5.30077,2.79493,0.0609027,48
-4.95265,3.50349,-0.0596631,49
-3.17206,-0.196799,0.820721,50
-2.34968,3.7436,3.57385,51
-3.61665,-0.799505,1.32231,52
-2.90933,2.66207,0.732928,53
-4.11354,3.60874,0.991519,54
-2.68172,3.29153,-0.277561,55
-4.01544,-0.592727,2.71661,56
-1.84695,2.48051,-1.38109,57
-2.39288,1.71981,0.718921,58
-5.98276,1.06643,16.4798,59
-3.03382,1.36363,0.510145,60
0.800645,3.40335,-0.103425,61
-5.38151,1.01198,-0.116409,62
-4.22385,0.621858,2.71972,63
-4.21584,1.51173,0.945407,64
-0.88562,-3.82557,5.58372,65
-9.97498,-2.17083,4.40508,66
-0.688453,1.12639,-0.582894,67
-3.21213,2.26228,0.20349,68
-5.07593,3.57103,-0.181697,69
-4.63358,4.5756,-0.357426,70
0.183943,2.02937,3.21329,71
-4.98841,2.65062,-2.45613,72
-2.8712,-1.053,0.378279,73
-3.53263,0.776951,0.69908,74
-3.60798,1.34985,1.38675,75
-4.60927,5.0133,-0.487288,76
-5.31108,0.54248,-3.49685,77
-2.80405,0.36652,1.12918,78
-2.42203,1.63406,-0.468802,79
-4.69978,2.15357,0.627473,80
-2.85234,2.90415,4.23287,81
0.590588,1.10387,4.74502,82
-2.31781,-1.02651,0.358903,83
-3.30393,2.16423,-0.578679,84
-3.39516,-0.149756,0.628621,85
-3.49707,1.79247,0.485088,86
-3.86458,1.37768,0.84516,87
-9.21798,4.91668,5.32667,88
-3.84522,1.34569,3.14316,89
-5.76193,4.38649,-0.658436,90
-3.56994,0.74976,2.49592,91
-3.5325,5.07279,-0.278883,92
-4.56695,-3.17644,3.1036,93
-0.943046,1.99048,0.623968,94
-3.2232,1.10427,1.7246,95
-6.51337,3.1206,1.77159,96
-3.64589,0.491774,3.57144,97
1.3026,8.54614,-5.05711,98
-2.92083,-0.0422253,0.153635,99
