id,mass,timestep,x,y,z,x,y,z,
89,0.623683,0,6655.34320379166,499.977710754581,24.5898803421189,-0.862543974673436,-220.740528629352,10.3157784824051,
90,0.622138,0,6656.16007209242,501.284450277291,23.7387848013371,0.378035824266682,-220.114097355891,9.63104953976039,
91,0.619695,0,6655.28946568246,499.75216948152,23.8795326762661,0.374219784527115,-220.14747049063,9.86788772298362,
92,0.617443,0,6655.1516276416,500.184216479409,25.1210235605731,0.351665625333456,-220.809901760899,10.4277930172855,
93,0.617098,0,6655.69539843956,500.65189630019,24.4872387649975,0.689550094717298,-220.343739369017,9.91726891000552,
94,0.616798,0,6654.85146374377,500.659241541705,24.1327045881653,0.16971624796538,-220.212208350264,9.28604986876238,
95,0.614246,0,6654.98534226325,500.219129369959,24.2451017911845,-0.288607842031547,-219.457272177059,10.1102735392899,
96,0.613552,0,6655.24567797713,499.813773027915,24.4878747166573,0.358328416972043,-219.723696529864,9.98030160181034,
97,0.612212,0,6654.43751539471,500.994366070533,23.870342667571,-0.23088992732215,-219.963291380065,9.9713534170278,
98,0.610407,0,6654.03967356136,499.832728351183,24.6322036593724,0.177112708911791,-220.152958841269,10.4475457302705,
99,0.600869,0,6654.91576289187,500.757722925407,23.3556414210176,0.175314801030954,-220.352464622692,9.37104683585832,
100,0.595685,0,6654.91236633249,500.426621122876,23.9657799745207,-0.279892256776745,-219.782183442421,9.77028707946282,
101,0.595035,0,6655.24403199353,499.670732582979,24.646089615928,-0.105010100859597,-219.785200756327,10.2776344455865,
102,0.57475,0,6655.43391787063,500.889323569939,24.2224925708294,-0.194430189934272,-219.697770398102,10.604972861771,
103,0.573523,0,6654.21286889097,498.391310502494,24.8934989349118,-0.36223705809563,-219.768545322864,10.0267935708429,
104,0.570177,0,6654.49865274542,500.236133048841,24.3757211018608,-0.602941128447366,-220.453056509055,9.66653989229314,
105,0.570166,0,6655.3360895497,500.226594666783,24.6458213511174,-0.0561123478365729,-220.311327675212,10.6415431749907,
106,0.56656,0,6655.51002586788,499.888653379345,24.6720003636779,-0.160130339390836,-220.448663265864,10.2039030359998,
107,0.564846,0,6655.05408016523,500.173216644684,24.0590101983313,0.755553047705394,-220.314103260048,10.1527654245465,
108,0.558993,0,6655.76072672993,500.712888545868,24.6634015746547,0.46337443283349,-219.991793322248,10.5153173514947,
109,0.557054,0,6654.22667812526,501.01093500446,24.093616450371,0.152488608125886,-220.719527857325,10.1110822671703,
110,0.551151,0,6654.91221084048,499.917472199545,24.4279733960222,-0.199141240682093,-221.07381497455,10.496294456474,
111,0.549153,0,6654.56101709729,500.750368450016,24.054367472011,-0.371712151106159,-219.883808541309,10.2864634961623,
112,0.545792,0,6655.15078562647,499.660129561565,24.4683348287781,0.407280664873978,-219.371583105385,9.14319903520673,
113,0.535172,0,6655.3646084077,500.140955702963,25.1329571412052,-0.452376460555033,-220.186669608568,10.0613100511574,
114,0.534446,0,6654.91914480146,499.507671173463,24.707749596276,0.552123729945992,-220.594972957677,10.8507524362263,
115,0.533335,0,6655.10031063486,500.429296446706,24.269108047017,-0.290819488321304,-220.145402273001,9.98701767776641,
116,0.518231,0,6655.38172371795,500.516244196032,24.3929937406558,-0.712650906968635,-220.444789938248,10.7549611257699,
117,0.517443,0,6655.66469987166,499.981163482122,23.5148136792857,-0.495968843773361,-219.615800094507,10.5396381549976,
118,0.516369,0,6655.07407727453,500.24057576634,23.9463037085628,-0.784945538710733,-220.216234649437,10.1356888245259,
119,0.5129,0,6655.34729863536,500.327278826438,24.8441260156349,-0.163909938459272,-220.015036713929,10.3954641113407,
120,0.512671,0,6654.97826130938,500.285344515961,24.347537287538,-0.464779189196016,-220.56663729123,9.51852504726065,
121,0.512555,0,6655.08843742827,500.276484098631,23.8582690772692,-0.501751708044171,-220.714754792411,10.6216647694388,
122,0.51212,0,6654.53397299163,499.947836948924,24.346442881529,0.571214096113766,-219.934755029822,10.5090527239201,
123,0.512003,0,6655.74141356523,500.196212341949,24.4608314674218,-0.759897861235138,-219.997712927741,10.4316314053333,
124,0.50769,0,6654.97554898811,500.101415405864,24.0997250971404,0.0389394635917129,-219.556080032405,10.5040091706649,
125,0.50472,0,6654.98348298819,499.93110578601,24.6223686837466,-0.612858844403903,-219.936499933126,10.41828423077,
126,0.5023,0,6655.83899914549,501.230992365596,20.6548930236079,-0.213296074304553,-219.991869705979,10.5479378919588,
127,0.494729,0,6655.95560862429,500.879758826593,24.0774954219885,0.330253411502391,-219.709639897352,9.99842770596796,
128,0.493585,0,6655.24683607227,500.681818678969,24.3592011872664,-0.521798329111718,-220.31473314557,9.31028736753881,
129,0.493255,0,6654.81022150852,499.887819033111,24.321998188376,-0.913065584725445,-220.080939430259,9.59498408483923,
130,0.491474,0,6654.71227535392,499.951304984339,23.9395798317619,0.428623943257909,-220.985496826802,10.2290420666481,
131,0.490971,0,6655.24095248344,500.344945122241,25.1598176421121,-0.504715046880961,-220.811666690662,9.9746811213266,
132,0.478625,0,6655.00597195039,499.785086287404,24.0563222801518,0.194432607160751,-219.864800239094,9.88100722605598,
133,0.477493,0,6654.34026724106,501.903432675051,24.4316204949047,-0.421968341398349,-219.642022559783,10.0934695257366,
134,0.471591,0,6655.30207033382,499.562157378211,24.3272907168941,-0.593146157054,-220.673273012988,9.83688857375695,
135,0.467175,0,6655.540294101,500.261551016576,24.3810704554789,-0.305435110764713,-220.447912093294,9.72313560003648,
136,0.466193,0,6655.12048877562,499.889203399922,23.8274771678661,0.0512440048506425,-219.762354824008,10.1294292756642,
137,0.464949,0,6654.3265438785,499.6991375913,23.9909625801797,-0.0855667137341481,-219.539293132597,10.2208831844765,
138,0.464282,0,6654.48239221905,500.63100295721,23.9925134996577,-0.195885414084483,-219.619611029767,10.5134365532512,
139,0.461726,0,6654.6588670789,500.520301204413,24.1308097006735,-0.434948116144978,-218.899421908466,9.88039598839307,
140,0.460266,0,6655.35163393372,501.121567973992,24.1650290371285,-0.29782658875613,-219.316567039105,9.81946894533992,
141,0.456266,0,6655.08223353919,499.801992166425,23.9309329659373,0.0730930366559098,-220.714577024996,9.33625699672975,
142,0.453501,0,6654.68877627935,500.294660273278,23.9301837967153,0.87977309914454,-220.740085923637,10.8624843184989,
143,0.453065,0,6656.79319139224,500.888072331669,25.1956324958325,-0.0610916595519327,-219.544654291867,10.1538088353424,
144,0.449689,0,6655.27058548262,500.481529190451,23.8464573657838,-0.434595041788898,-220.049177221226,11.3751482803576,
145,0.449178,0,6654.92158319631,500.383499784777,24.0359202725263,0.186591759409749,-220.321569047438,10.0200939909812,
146,0.447207,0,6656.76581811074,500.469232162025,23.8373442478011,0.438807311252766,-219.914377730633,9.94003680630713,
147,0.441009,0,6654.87116438172,500.17782632427,24.3453143517637,0.116147419061797,-219.996030775507,10.2163102107217,
148,0.438472,0,6654.84654123259,499.877004050439,23.4912308323872,-0.444089153827672,-220.027875074392,11.3156756340766,
149,0.436813,0,6654.64672590564,500.332165321674,23.8042379079167,0.145429621691559,-221.133072277555,9.77986380830902,
150,0.434094,0,6654.70319047399,499.341876142508,23.5130184729844,-0.382547498319125,-220.19920905033,10.0075640691989,
151,0.433081,0,6655.21078385699,499.561806853954,25.0724866464865,-0.172773230444649,-220.128714361983,9.7545143506786,
152,0.432741,0,6655.05107653936,500.487303627748,24.7486283688209,-0.757208227768911,-219.981148350895,10.3996663003869,
153,0.431134,0,6655.72032776795,500.450759456678,24.9003610003008,0.0133747188346004,-219.665227920084,10.1210140414798,
154,0.428426,0,6655.91244042304,500.138666657329,24.0688418681145,0.31274669861292,-219.83195915225,9.82694766493131,
155,0.426354,0,6655.18371748503,499.959105139806,24.4482287402902,0.564667220376877,-220.540077425538,9.82822402966291,
156,0.415294,0,6655.83417552614,498.722518750628,23.2263009229069,-0.110385048408376,-219.929991915042,9.62569881886328,
157,0.41463,0,6654.94490215789,499.346106376504,23.0593631709662,0.113998183205618,-219.899401479232,9.47120713237701,
158,0.407241,0,6655.11384697455,500.175229368763,24.4321930925234,0.62380891410625,-221.00970494789,10.0490713086663,
159,0.406475,0,6655.26903379627,500.570088563513,24.3016228199671,-0.18949223289898,-220.236985547907,10.4677681027233,
160,0.406291,0,6654.75219431982,500.444555267513,23.7642533124916,0.245562030563613,-221.114080296263,9.71285782848877,
161,0.405678,0,6657.45048406888,500.692707811259,23.1313013031905,0.382876152246935,-219.807524973718,9.95244114953615,
162,0.401647,0,6655.33588820886,500.063047217566,23.8535269879978,-0.273858174372393,-219.503374128501,10.4575854179943,
163,0.398065,0,6652.84409355316,502.519935513873,24.3597488373909,0.125414540460753,-219.678436130622,10.352700245021,
164,0.39747,0,6655.34423960062,500.254647245262,24.0786448212731,-0.454338800239543,-220.1782930497,9.54985528630245,
165,0.394471,0,6654.51028005756,500.107138984832,23.9159003389518,-0.721533067736288,-219.91624385709,10.134627229733,
166,0.393316,0,6654.83579290547,499.409583252931,24.1917226886406,0.118478033689571,-220.844555854833,10.6513888756339,
167,0.392526,0,6656.00966020851,500.400937812603,25.4686843829802,-0.0748968184861246,-219.899910702791,9.7017846896872,
168,0.390675,0,6654.27465134101,499.946341293691,23.4202255379118,-0.0395193545157117,-220.396766297695,10.7167421886128,
169,0.388987,0,6654.54091562294,500.042345296867,24.8512076476242,0.115005832018452,-220.398469660202,9.98826016094872,
170,0.388555,0,6655.660324189,499.593653178743,24.397555967477,-0.267400442717532,-219.902919233139,10.6659131868468,
171,0.38852,0,6654.97580051492,500.763701875283,23.8645430698405,0.137382209879697,-220.511436744713,10.1711628429968,
172,0.38592,0,6653.78123646412,500.188243786124,23.2206963956668,0.270705389292881,-219.962047856468,10.2195828572763,
173,0.384498,0,6653.76038370773,500.533790831386,24.5753776082776,0.331331774809276,-220.475399516675,9.86961794764785,
174,0.383761,0,6650.48655685008,499.54502307302,26.6108535355208,-0.0879584336500391,-220.123725349362,10.0397351348746,
175,0.377866,0,6655.66223709228,500.117511639362,24.2799010858749,-1.07371408250087,-220.730072397079,10.0514973703569,
176,0.36905,0,6655.63925022707,500.179451862308,24.1579520202274,0.222707793754876,-220.250858058836,9.82468614773148,
177,0.366797,0,6655.30829942824,500.186768620127,24.127750701858,0.406258987305521,-219.788284905027,10.9618360958695,
178,0.35985,0,6654.77213431173,501.924822682428,24.2871514094842,-0.203304255463651,-219.833871611637,9.51527212486926,
179,0.356823,0,6651.23652220874,498.576923065943,22.9004843297921,-0.0162977532035735,-220.212340647133,10.4915535198249,
180,0.353811,0,6654.65987060986,500.192865634686,24.2031032070211,-0.180860725331784,-219.787527642043,10.5128521086774,
181,0.352208,0,6654.42373524762,500.369660550124,24.0032165004526,-0.537933260772587,-219.444705148104,10.028868676998,
182,0.348979,0,6656.28415074398,499.530270714931,24.0728595182238,-0.207261235206805,-220.166370139438,10.8684268250018,
183,0.347412,0,6654.80924864791,500.358940138554,24.2427597819111,0.323006114363779,-220.847994811971,10.576239633205,
184,0.346229,0,6655.07635358445,500.087550070924,25.0251106418509,-0.837770319962058,-219.946853658537,9.61937230661946,
185,0.341455,0,6655.24558982495,500.216108420689,23.999729785171,0.0753867196765846,-219.215117665653,10.6009030958147,
186,0.340604,0,6655.27850750527,499.997364718829,24.1082150930479,0.565112367943415,-220.095824524579,11.2910082092414,
187,0.336521,0,6655.20928650124,500.266275187287,23.6619776783995,-0.169291605913084,-219.499325461139,9.06630324599655,
188,0.336336,0,6655.22218362107,500.195394743081,24.7809826533645,-0.0130971365366051,-220.19789045596,10.6385447101121,
189,0.334066,0,6654.77603347194,499.925569050174,23.731386966795,0.802942290253896,-220.079253126067,9.6926122742726,
190,0.333665,0,6655.28604882852,500.989740975454,24.0797960192408,0.168580758368415,-219.875427068513,10.976886216681,
191,0.333106,0,6654.75242234531,500.057167018187,24.1688392768998,0.518337389730541,-219.477333987634,10.8301526609391,
192,0.333027,0,6654.95450596378,500.024021068727,23.9721829079568,0.551255440518966,-219.142652171534,9.83577961786673,
193,0.332261,0,6654.86186550525,500.616362240778,24.2877961053483,-0.119738331200686,-219.378441461699,9.95588327772868,
194,0.330397,0,6654.86321768878,500.725116358866,24.4729885253466,0.0198464244247053,-219.157016079957,10.196857434711,
195,0.325246,0,6654.97449724528,500.138258614704,24.8261754940267,-0.777980579729496,-219.836948325727,10.7800622241412,
196,0.325242,0,6655.42099142081,499.940161342672,24.0503923591964,-0.833400674223661,-220.78847817302,10.1993541768805,
197,0.325198,0,6648.94196918297,496.624723913408,22.4588309700709,-0.0003435573212508,-219.904679068935,9.96021302014187,
198,0.325055,0,6653.96205869848,500.55566271797,23.9795751316908,-0.0397009566143173,-220.771581236098,9.70238299513748,
199,0.324167,0,6651.69071150798,507.430876585711,22.2725726042318,-0.108596226976861,-220.065828994664,10.1055432834717,
200,0.323727,0,6655.3517891412,501.376620915459,23.643358013308,-0.142707036521079,-220.044576771967,10.6926892479753,
201,0.321642,0,6654.81138372819,500.083918630566,24.2921105350718,0.428869166569297,-218.955816088447,9.87907748807681,
202,0.320169,0,6656.02315457442,500.379842455083,24.0478800247384,-0.735052936260506,-219.690583851381,10.1591126804997,
203,0.316499,0,6655.05223909828,500.225006917874,23.9866740061148,0.298283821119745,-218.74748954715,9.72563601651756,
204,0.315697,0,6655.0140013937,500.382721233922,24.1874562975592,-0.447681892753498,-220.694322365282,10.4482576086072,
205,0.314198,0,6656.92702032988,499.513973176059,21.6599646889325,-0.194085728518755,-220.429348756963,10.3237536409319,
206,0.311588,0,6650.83943523148,503.308473160313,18.5958000827999,0.048564297095233,-219.798555074417,9.89832082129588,
207,0.306517,0,6655.29837000166,499.868030385373,24.7975777050483,-1.11144067418892,-219.800367511225,10.196362165812,
208,0.302648,0,6654.07026582184,499.785062871869,24.7966060111772,0.465689967795163,-220.131856817797,10.3757060554126,
209,0.301863,0,6654.90281588569,500.883596468128,23.7776824072121,-0.377365228322133,-219.523511550443,9.35962618757964,
210,0.300256,0,6655.47704916647,500.689245110271,24.2424755602973,-0.240652145595282,-219.568299330457,9.5503170935995,
211,0.294996,0,6655.55849014876,500.151185360901,23.6060054056349,-0.504358987264453,-220.497792722012,10.3613783652021,
212,0.29475,0,6655.67640911642,501.866853926867,23.9768013532284,0.410144203409791,-220.091489516566,10.2725914062781,
213,0.291963,0,6655.08659377336,500.138670109627,25.0471338484004,0.0617370517134467,-219.695186490994,9.68377459970839,
214,0.290913,0,6655.93103465355,497.396907411961,26.3674385891125,0.246006116749875,-219.99938421649,9.92905380743536,
215,0.288203,0,6655.04775309026,500.182919688329,24.1917618678945,-0.775490979631935,-219.987650544012,10.7266952691919,
216,0.283889,0,6654.40277455215,499.818084540319,24.1531825452828,-0.404262217180133,-219.410115073222,9.83893025763986,
217,0.283139,0,6655.68440359377,500.563013817566,25.0129751260608,-0.118708223163784,-219.770565057622,9.61594940170478,
218,0.281816,0,6655.14498545473,500.79119572958,23.6812178904909,-0.23001165395981,-220.223250853881,9.88675012149981,
219,0.280987,0,6655.5165226692,500.074415406467,23.6540764169385,0.477712155900886,-219.605205245853,9.57080431694788,
220,0.280676,0,6655.69192800386,499.944870028629,24.1853441424195,-0.0255345895846159,-220.059598862046,9.63805704009954,
221,0.280547,0,6655.44900600831,500.069470259644,23.9604991022638,-0.18415238963455,-220.831316579544,9.44349391043018,
222,0.280331,0,6654.60294762088,499.976200594321,23.9343557330601,-0.283213754447022,-220.491949329421,10.6226725647353,
223,0.279196,0,6653.95643353206,500.576250147692,23.5903719647243,0.0084186639805533,-219.976944499813,9.9480790995246,
224,0.276774,0,6656.5565872497,501.171757731587,22.6554912039886,-0.0113546923321285,-220.26689027221,10.1729555960588,
225,0.275937,0,6654.93311440991,500.625719215761,23.5209801079863,-0.563120625593128,-219.941351684301,9.02843497171645,
226,0.275917,0,6655.0454225154,500.800161589968,23.7829503871742,-0.043041011771276,-219.842119215234,9.99078444014617,
227,0.275891,0,6655.15756469137,499.56911718292,24.1381537991683,-0.970510676813954,-220.287793721712,9.65487261396793,
228,0.274565,0,6654.45393937464,500.271933781035,24.3457997770577,0.0959624994569874,-219.581571975591,10.6848756837117,
229,0.270365,0,6655.77641277484,500.459883744774,23.9830028049691,0.798629927714551,-219.338159696062,10.4710307219295,
230,0.269638,0,6654.80068876953,499.967740595738,24.4208996539132,-0.320634821172256,-220.063115715002,9.45703526981131,
231,0.264786,0,6654.55119957334,499.841007482262,23.9398892183892,0.181298363649452,-220.077861305076,9.99766204954599,
232,0.261256,0,6654.94745570364,499.827276289917,24.1841512912447,-0.324477694786518,-220.357749511988,9.73403447630255,
233,0.260587,0,6652.73538847642,500.039734683073,22.8086846139973,0.0872746531179839,-220.369861340254,10.1705900053529,
234,0.259802,0,6655.0409642955,499.929837209188,24.2520032353259,-0.888122704838528,-220.111480035026,9.85877642789979,
235,0.259123,0,6655.35727650898,500.16728671379,24.1641977697968,0.288005706605733,-219.677164603062,10.0258937313451,
236,0.255723,0,6653.01703098456,498.445067801808,24.7238460173419,0.239377508711609,-220.11475732195,10.1339764945291,
237,0.255371,0,6655.38805268959,499.714776896568,24.5770998756332,-0.0114444449622217,-220.391894330342,10.3209187096589,
238,0.25374,0,6655.63539189081,501.601203009137,25.0729582081264,-0.0976459744633519,-220.207421997373,9.9323279457877,
239,0.253409,0,6654.36957261973,500.705943878798,23.9100114328262,0.361088428969206,-219.988457513995,11.0456101839077,
240,0.248493,0,6654.97648456831,500.378184941506,24.324592188623,-0.0296760915520749,-221.26957211825,10.4536646458696,
241,0.248469,0,6653.77260030643,499.818889287547,21.2838409115028,-0.123411654116007,-219.74002971654,10.6091041075175,
242,0.247462,0,6654.77397897484,500.829813922629,23.9161049978075,0.459920327962296,-219.852138379618,10.1770385349924,
